Train Loss,Valid Loss
1.5359280109405518,1.8518028259277344
1.4261815547943115,1.84013831615448
1.354522705078125,1.8247311115264893
1.310089111328125,1.8044010400772095
1.2791833877563477,1.7801145315170288
1.2538375854492188,1.7493040561676025
1.2358824014663696,1.7068161964416504
1.2190159559249878,1.6526484489440918
1.203864574432373,1.6010805368423462
1.1864267587661743,1.5585999488830566
1.1729484796524048,1.5028433799743652
1.159253716468811,1.4468201398849487
1.1470016241073608,1.4167157411575317
1.1345378160476685,1.3894270658493042
1.1240577697753906,1.360961675643921
1.114484429359436,1.3331116437911987
1.104204535484314,1.311980128288269
1.096085786819458,1.294229507446289
1.1540653705596924,1.2807881832122803
1.078424096107483,1.2770029306411743
1.0713669061660767,1.2674026489257812
1.064358115196228,1.2623553276062012
1.0550366640090942,1.2973368167877197
1.0468053817749023,1.3607373237609863
1.0382907390594482,1.467382550239563
1.0301131010055542,1.5896412134170532
1.0216786861419678,1.4137800931930542
1.0137479305267334,1.4792383909225464
1.0051846504211426,1.551308512687683
0.9963935613632202,1.6029325723648071
0.988606870174408,1.3441318273544312
0.9810560941696167,1.1867649555206299
0.9734665751457214,1.1760269403457642
0.9654337763786316,1.1649245023727417
0.9576011896133423,1.1560581922531128
0.9501379728317261,1.150504469871521
0.9426706433296204,1.1467102766036987
0.9352902770042419,1.1448065042495728
0.9281501770019531,1.153235912322998
0.9212408065795898,1.1567771434783936
0.9144095778465271,1.1529967784881592
0.9076284766197205,1.1549853086471558
0.9011812806129456,1.1628488302230835
0.8948233127593994,1.2085673809051514
0.8884395360946655,1.1807204484939575
0.8822857737541199,1.1205229759216309
0.8761609196662903,1.1059682369232178
0.8700768351554871,1.1023718118667603
0.8642781972885132,1.096574306488037
0.858457624912262,1.090145468711853
0.8528038263320923,1.0865705013275146
0.8472983241081238,1.0806394815444946
0.841808557510376,1.0770983695983887
0.8365195393562317,1.0832633972167969
0.8313708305358887,1.1153055429458618
0.826309084892273,1.1266839504241943
0.8213812708854675,1.1326558589935303
0.816535234451294,1.1143059730529785
0.8118200302124023,1.059689998626709
0.807246744632721,1.0803383588790894
0.8027764558792114,1.1236931085586548
0.7983653545379639,1.1630223989486694
0.7940731048583984,1.0029200315475464
0.7900495529174805,0.993248701095581
0.7879751920700073,1.1916362047195435
0.783446729183197,1.3316150903701782
0.7799391746520996,1.3979766368865967
0.7761499881744385,1.4391480684280396
0.7724575400352478,1.4669712781906128
0.7688828706741333,1.4827489852905273
0.7653162479400635,1.4625587463378906
0.7621175050735474,1.430895447731018
0.7590800523757935,1.401932716369629
0.7559557557106018,1.366248369216919
0.752795934677124,1.3315509557724
0.7495679259300232,1.3021501302719116
0.7463930249214172,1.2820440530776978
0.7433490753173828,1.2721171379089355
0.7402387857437134,1.2742764949798584
0.7374821305274963,1.1069508790969849
0.7346994280815125,0.9757897257804871
0.7320733666419983,0.9371745586395264
0.7295122742652893,0.9314324855804443
0.7270305752754211,0.9275410175323486
0.7245548367500305,0.9247416853904724
0.7221224308013916,0.9227541089057922
0.7197848558425903,0.9207505583763123
0.7175002694129944,0.9182174801826477
0.7152595520019531,0.914795458316803
0.713050127029419,0.9117322564125061
0.7109538316726685,0.908676028251648
0.7088281512260437,0.9043116569519043
0.7068175077438354,0.8999370336532593
0.704961359500885,0.8920579552650452
0.7032507658004761,0.8869763612747192
0.701566755771637,0.8842112421989441
0.6998127102851868,0.881408154964447
0.6981666684150696,0.8783556222915649
0.6964412927627563,0.8759630918502808
0.6947149634361267,0.8744814395904541
0.693080484867096,0.8731788396835327
0.6914533376693726,0.871714174747467
0.6899217963218689,0.8692782521247864
0.6883941888809204,0.8664954304695129
0.6869558691978455,0.8643292188644409
0.6855745315551758,0.8614099621772766
0.6841870546340942,0.8595714569091797
0.6828649044036865,0.8580884337425232
0.6815609335899353,0.8573040962219238
0.6802847385406494,0.8569773435592651
0.679037868976593,0.8562613725662231
0.6778178811073303,0.8551487922668457
0.6766253113746643,0.8533943891525269
0.6754765510559082,0.8519167900085449
0.6743707656860352,0.8504751920700073
0.6732625961303711,0.8500484824180603
0.6722003817558289,0.8483235836029053
0.671181321144104,0.8452228903770447
0.6701803803443909,0.844663679599762
0.6692165732383728,0.8423699736595154
0.6682260632514954,0.8416385650634766
0.6672831773757935,0.8413881659507751
0.6663998961448669,0.8401455283164978
0.6655045747756958,0.8387530446052551
0.6646320223808289,0.838433027267456
0.6638081669807434,0.8380877375602722
0.6629902720451355,0.8375849723815918
0.6621726155281067,0.8363814949989319
0.6613937020301819,0.8359037041664124
0.6606301665306091,0.8353363871574402
0.6600155830383301,0.8339560031890869
0.6593084335327148,0.8330322504043579
0.6585496664047241,0.8319989442825317
0.6578423976898193,0.8301106691360474
0.6571518778800964,0.8299933075904846
0.6565414667129517,0.8302254676818848
